Order ID,Date,Customer ID,Product,Category,Region,Quantity,Unit Price,Revenue
5676,2025-02-24,CUST1262,Whiteboard,Office Supplies,South,1,1499,1499
5677,2025-02-24,CUST1277,Coffee Maker,Home & Kitchen,West,1,2999,2999
5678,2025-02-24,CUST1393,Sports Cap,Apparel,East,7,399,2793
5679,2025-02-25,CUST1039,Wireless Earbuds,Electronics,South,1,1499,1499
5680,2025-02-25,CUST1385,Laptop Stand,Electronics,North,4,899,3596
5681,2025-02-25,CUST1364,Notebook Pack,Office Supplies,South,6,249,1494
5682,2025-02-25,CUST1298,Notebook Pack,Office Supplies,West,3,249,747
5683,2025-02-25,CUST1164,Notebook Pack,Office Supplies,South,6,249,1494
5684,2025-02-26,CUST1266,Bluetooth Speaker,Electronics,East,5,1999,9995
5685,2025-02-26,CUST1130,Smart Watch,Electronics,West,5,3499,17495
5686,2025-02-26,CUST1348,LED Desk Lamp,Office Supplies,West,1,1199,1199
5687,2025-02-27,CUST1223,Denim Jacket,Apparel,West,5,1999,9995
5688,2025-02-27,CUST1026,Denim Jacket,Apparel,South,4,1999,7996
5689,2025-02-27,CUST1363,Winter Jacket,Apparel,West,3,3299,9897
5690,2025-02-27,CUST1233,Cotton T-Shirt,Apparel,South,1,599,599
5691,2025-02-28,CUST1209,USB-C Hub,Electronics,North,6,1299,7794
5692,2025-02-28,CUST1224,Smart Watch,Electronics,South,5,3499,17495
5693,2025-02-28,CUST1207,Coffee Maker,Home & Kitchen,West,8,2999,23992
5694,2025-02-28,CUST1092,Coffee Maker,Home & Kitchen,North,7,2999,20993
5695,2025-03-01,CUST1305,Bluetooth Speaker,Electronics,North,8,1999,15992
5696,2025-03-01,CUST1255,Air Fryer,Home & Kitchen,South,4,4499,17996
5697,2025-03-02,CUST1074,Electric Kettle,Home & Kitchen,South,4,999,3996
5698,2025-03-02,CUST1103,Laptop Stand,Electronics,North,2,899,1798
5699,2025-03-02,CUST1337,Laptop Stand,Electronics,South,5,899,4495
5700,2025-03-02,CUST1029,Whiteboard,Office Supplies,South,3,1499,4497
5701,2025-03-03,CUST1388,Non-Stick Pan Set,Home & Kitchen,East,4,2299,9196
5702,2025-03-03,CUST1158,Sports Cap,Apparel,South,5,399,1995
5703,2025-03-04,CUST1200,Coffee Maker,Home & Kitchen,South,1,2999,2999
5704,2025-03-04,CUST1328,Winter Jacket,Apparel,South,5,3299,16495
5705,2025-03-04,CUST1101,Electric Kettle,Home & Kitchen,North,8,999,7992
5706,2025-03-04,CUST1170,Coffee Maker,Home & Kitchen,West,7,2999,20993
5707,2025-03-05,CUST1336,Smart Watch,Electronics,North,4,3499,13996
5708,2025-03-05,CUST1178,Smart Watch,Electronics,West,1,3499,3499
5709,2025-03-06,CUST1143,Bluetooth Speaker,Electronics,West,5,1999,9995
5710,2025-03-06,CUST1240,Bluetooth Speaker,Electronics,South,5,1999,9995
5711,2025-03-06,CUST1016,Electric Kettle,Home & Kitchen,East,2,999,1998
5712,2025-03-06,CUST1077,Smart Watch,Electronics,South,5,3499,17495
5713,2025-03-06,CUST1179,Bluetooth Speaker,Electronics,East,8,1999,15992
5714,2025-03-07,CUST1091,Blender,Home & Kitchen,East,2,1799,3598
5715,2025-03-07,CUST1048,Running Shoes,Apparel,West,2,2499,4998
5716,2025-03-07,CUST1236,Electric Kettle,Home & Kitchen,West,1,999,999
5717,2025-03-07,CUST1211,Wireless Earbuds,Electronics,North,3,1499,4497
5718,2025-03-07,CUST1039,LED Desk Lamp,Office Supplies,East,6,1199,7194
5719,2025-03-08,CUST1169,Denim Jacket,Apparel,North,1,1999,1999
5720,2025-03-08,CUST1133,Desk Organizer,Office Supplies,South,2,799,1598
5721,2025-03-08,CUST1078,Bluetooth Speaker,Electronics,North,8,1999,15992
5722,2025-03-09,CUST1125,Smart Watch,Electronics,West,3,3499,10497
5723,2025-03-09,CUST1187,USB-C Hub,Electronics,East,4,1299,5196
5724,2025-03-09,CUST1065,Winter Jacket,Apparel,South,4,3299,13196
5725,2025-03-09,CUST1054,Air Fryer,Home & Kitchen,North,1,4499,4499
5726,2025-03-10,CUST1384,Coffee Maker,Home & Kitchen,North,3,2999,8997
5727,2025-03-10,CUST1217,Blender,Home & Kitchen,North,7,1799,12593
5728,2025-03-10,CUST1043,Smart Watch,Electronics,North,4,3499,13996
5729,2025-03-10,CUST1125,Coffee Maker,Home & Kitchen,North,2,2999,5998
5730,2025-03-10,CUST1110,Running Shoes,Apparel,North,3,2499,7497
5731,2025-03-11,CUST1303,Running Shoes,Apparel,West,3,2499,7497
5732,2025-03-11,CUST1208,Smart Watch,Electronics,West,1,3499,3499
5733,2025-03-11,CUST1375,Bluetooth Speaker,Electronics,South,3,1999,5997
5734,2025-03-11,CUST1104,Blender,Home & Kitchen,South,4,1799,7196
5735,2025-03-12,CUST1245,Running Shoes,Apparel,North,1,2499,2499
5736,2025-03-12,CUST1035,LED Desk Lamp,Office Supplies,East,2,1199,2398
5737,2025-03-12,CUST1210,Air Fryer,Home & Kitchen,East,2,4499,8998
5738,2025-03-13,CUST1069,Non-Stick Pan Set,Home & Kitchen,West,5,2299,11495
5739,2025-03-13,CUST1348,Running Shoes,Apparel,West,3,2499,7497
5740,2025-03-13,CUST1382,Whiteboard,Office Supplies,East,2,1499,2998
5741,2025-03-13,CUST1122,Smart Watch,Electronics,South,4,3499,13996
5742,2025-03-14,CUST1200,Non-Stick Pan Set,Home & Kitchen,North,7,2299,16093
5743,2025-03-14,CUST1044,Winter Jacket,Apparel,West,4,3299,13196
5744,2025-03-14,CUST1156,Sports Cap,Apparel,West,1,399,399
5745,2025-03-14,CUST1056,Winter Jacket,Apparel,North,8,3299,26392
5746,2025-03-14,CUST1234,Whiteboard,Office Supplies,East,3,1499,4497
5747,2025-03-15,CUST1201,Air Fryer,Home & Kitchen,East,8,4499,35992
5748,2025-03-15,CUST1045,Smart Watch,Electronics,East,5,3499,17495
5749,2025-03-15,CUST1338,Non-Stick Pan Set,Home & Kitchen,West,4,2299,9196
5750,2025-03-15,CUST1192,Bluetooth Speaker,Electronics,North,3,1999,5997
5751,2025-03-16,CUST1185,Cotton T-Shirt,Apparel,South,3,599,1797
5752,2025-03-16,CUST1157,Blender,Home & Kitchen,West,8,1799,14392
5753,2025-03-16,CUST1083,Sports Cap,Apparel,South,7,399,2793
5754,2025-03-16,CUST1053,Wireless Earbuds,Electronics,South,4,1499,5996
5755,2025-03-16,CUST1377,LED Desk Lamp,Office Supplies,East,6,1199,7194
5756,2025-03-17,CUST1341,Ergonomic Chair,Office Supplies,East,7,6999,48993
5757,2025-03-17,CUST1227,USB-C Hub,Electronics,East,5,1299,6495
5758,2025-03-18,CUST1267,Cotton T-Shirt,Apparel,West,1,599,599
5759,2025-03-18,CUST1354,Whiteboard,Office Supplies,East,1,1499,1499
5760,2025-03-18,CUST1229,Wireless Earbuds,Electronics,West,5,1499,7495
5761,2025-03-18,CUST1017,Electric Kettle,Home & Kitchen,West,6,999,5994
5762,2025-03-19,CUST1073,Air Fryer,Home & Kitchen,East,4,4499,17996
5763,2025-03-19,CUST1382,Laptop Stand,Electronics,South,5,899,4495
5764,2025-03-19,CUST1215,Blender,Home & Kitchen,North,7,1799,12593
5765,2025-03-19,CUST1363,Laptop Stand,Electronics,West,6,899,5394
5766,2025-03-19,CUST1294,Cotton T-Shirt,Apparel,South,8,599,4792
5767,2025-03-20,CUST1264,Denim Jacket,Apparel,South,1,1999,1999
5768,2025-03-20,CUST1348,Blender,Home & Kitchen,South,5,1799,8995
5769,2025-03-21,CUST1355,Winter Jacket,Apparel,East,3,3299,9897
5770,2025-03-21,CUST1101,Cotton T-Shirt,Apparel,West,6,599,3594
5771,2025-03-22,CUST1185,Notebook Pack,Office Supplies,East,7,249,1743
5772,2025-03-22,CUST1136,Winter Jacket,Apparel,West,2,3299,6598
5773,2025-03-22,CUST1256,Electric Kettle,Home & Kitchen,West,7,999,6993
5774,2025-03-22,CUST1077,Blender,Home & Kitchen,North,5,1799,8995
5775,2025-03-22,CUST1385,LED Desk Lamp,Office Supplies,West,2,1199,2398
5776,2025-03-23,CUST1271,Desk Organizer,Office Supplies,West,5,799,3995
5777,2025-03-23,CUST1394,Smart Watch,Electronics,West,1,3499,3499
5778,2025-03-23,CUST1181,USB-C Hub,Electronics,East,6,1299,7794
5779,2025-03-23,CUST1280,Denim Jacket,Apparel,North,2,1999,3998
5780,2025-03-24,CUST1330,Smart Watch,Electronics,South,3,3499,10497
5781,2025-03-24,CUST1380,Laptop Stand,Electronics,West,6,899,5394
5782,2025-03-24,CUST1172,Whiteboard,Office Supplies,West,6,1499,8994
5783,2025-03-24,CUST1342,Coffee Maker,Home & Kitchen,West,5,2999,14995
5784,2025-03-24,CUST1349,Coffee Maker,Home & Kitchen,East,2,2999,5998
5785,2025-03-25,CUST1293,USB-C Hub,Electronics,North,4,1299,5196
5786,2025-03-25,CUST1293,Whiteboard,Office Supplies,South,5,1499,7495
5787,2025-03-25,CUST1343,Coffee Maker,Home & Kitchen,South,4,2999,11996
5788,2025-03-25,CUST1380,Smart Watch,Electronics,North,7,3499,24493
5789,2025-03-25,CUST1313,Denim Jacket,Apparel,West,5,1999,9995
5790,2025-03-26,CUST1114,Sports Cap,Apparel,South,5,399,1995
5791,2025-03-26,CUST1184,Smart Watch,Electronics,North,1,3499,3499
5792,2025-03-27,CUST1001,Smart Watch,Electronics,South,8,3499,27992
5793,2025-03-27,CUST1257,Non-Stick Pan Set,Home & Kitchen,East,1,2299,2299
5794,2025-03-28,CUST1056,Wireless Earbuds,Electronics,West,8,1499,11992
5795,2025-03-28,CUST1169,Blender,Home & Kitchen,East,4,1799,7196
5796,2025-03-28,CUST1144,Electric Kettle,Home & Kitchen,South,1,999,999
5797,2025-03-28,CUST1258,Coffee Maker,Home & Kitchen,North,5,2999,14995
5798,2025-03-28,CUST1322,Desk Organizer,Office Supplies,North,5,799,3995
5799,2025-03-29,CUST1262,Laptop Stand,Electronics,West,7,899,6293
5800,2025-03-29,CUST1272,Air Fryer,Home & Kitchen,East,6,4499,26994
5801,2025-03-30,CUST1220,Laptop Stand,Electronics,South,8,899,7192
5802,2025-03-30,CUST1315,Ergonomic Chair,Office Supplies,East,4,6999,27996
5803,2025-03-30,CUST1144,Laptop Stand,Electronics,South,4,899,3596
5804,2025-03-30,CUST1224,USB-C Hub,Electronics,North,4,1299,5196
5805,2025-03-31,CUST1382,Denim Jacket,Apparel,East,1,1999,1999
5806,2025-03-31,CUST1105,Wireless Earbuds,Electronics,East,7,1499,10493
5807,2025-03-31,CUST1285,USB-C Hub,Electronics,East,6,1299,7794
5808,2025-04-01,CUST1053,Cotton T-Shirt,Apparel,East,1,599,599
5809,2025-04-01,CUST1015,Blender,Home & Kitchen,West,8,1799,14392
5810,2025-04-01,CUST1078,Smart Watch,Electronics,North,6,3499,20994
5811,2025-04-02,CUST1163,Notebook Pack,Office Supplies,East,8,249,1992
5812,2025-04-02,CUST1260,Air Fryer,Home & Kitchen,East,7,4499,31493
5813,2025-04-02,CUST1336,Blender,Home & Kitchen,East,1,1799,1799
5814,2025-04-02,CUST1396,Blender,Home & Kitchen,West,7,1799,12593
5815,2025-04-02,CUST1070,Non-Stick Pan Set,Home & Kitchen,South,1,2299,2299
5816,2025-04-03,CUST1014,Electric Kettle,Home & Kitchen,West,1,999,999
5817,2025-04-03,CUST1104,Laptop Stand,Electronics,North,2,899,1798
5818,2025-04-04,CUST1248,Sports Cap,Apparel,West,4,399,1596
5819,2025-04-04,CUST1181,Bluetooth Speaker,Electronics,South,7,1999,13993
5820,2025-04-04,CUST1102,Wireless Earbuds,Electronics,South,8,1499,11992
5821,2025-04-04,CUST1389,LED Desk Lamp,Office Supplies,West,2,1199,2398
5822,2025-04-05,CUST1333,Ergonomic Chair,Office Supplies,West,4,6999,27996
5823,2025-04-05,CUST1060,Whiteboard,Office Supplies,South,8,1499,11992
5824,2025-04-06,CUST1002,Bluetooth Speaker,Electronics,South,7,1999,13993
5825,2025-04-06,CUST1048,Air Fryer,Home & Kitchen,South,4,4499,17996
5826,2025-04-06,CUST1024,Wireless Earbuds,Electronics,West,7,1499,10493
5827,2025-04-06,CUST1284,Coffee Maker,Home & Kitchen,North,7,2999,20993
5828,2025-04-06,CUST1239,Running Shoes,Apparel,South,1,2499,2499
5829,2025-04-07,CUST1073,Wireless Earbuds,Electronics,South,3,1499,4497
5830,2025-04-07,CUST1001,Running Shoes,Apparel,West,2,2499,4998
5831,2025-04-07,CUST1257,USB-C Hub,Electronics,North,2,1299,2598
5832,2025-04-07,CUST1234,USB-C Hub,Electronics,East,7,1299,9093
5833,2025-04-07,CUST1012,USB-C Hub,Electronics,South,3,1299,3897
5834,2025-04-08,CUST1343,Air Fryer,Home & Kitchen,South,7,4499,31493
5835,2025-04-08,CUST1279,USB-C Hub,Electronics,North,6,1299,7794
5836,2025-04-08,CUST1051,Wireless Earbuds,Electronics,South,2,1499,2998
5837,2025-04-08,CUST1158,Cotton T-Shirt,Apparel,East,5,599,2995
5838,2025-04-08,CUST1393,Non-Stick Pan Set,Home & Kitchen,East,4,2299,9196
5839,2025-04-09,CUST1058,Wireless Earbuds,Electronics,North,4,1499,5996
5840,2025-04-09,CUST1312,Whiteboard,Office Supplies,West,4,1499,5996
5841,2025-04-10,CUST1343,Wireless Earbuds,Electronics,North,3,1499,4497
5842,2025-04-10,CUST1316,Notebook Pack,Office Supplies,South,5,249,1245
5843,2025-04-11,CUST1153,Denim Jacket,Apparel,East,6,1999,11994
5844,2025-04-11,CUST1048,Smart Watch,Electronics,West,3,3499,10497
5845,2025-04-11,CUST1390,Ergonomic Chair,Office Supplies,West,6,6999,41994
5846,2025-04-11,CUST1211,Denim Jacket,Apparel,North,1,1999,1999
5847,2025-04-11,CUST1168,Denim Jacket,Apparel,East,1,1999,1999
5848,2025-04-12,CUST1053,Running Shoes,Apparel,South,1,2499,2499
5849,2025-04-12,CUST1187,Winter Jacket,Apparel,East,2,3299,6598
5850,2025-04-12,CUST1108,Laptop Stand,Electronics,South,1,899,899
5851,2025-04-13,CUST1331,LED Desk Lamp,Office Supplies,North,4,1199,4796
5852,2025-04-13,CUST1365,Blender,Home & Kitchen,North,5,1799,8995
5853,2025-04-13,CUST1312,Notebook Pack,Office Supplies,South,8,249,1992
5854,2025-04-14,CUST1174,Winter Jacket,Apparel,South,5,3299,16495
5855,2025-04-14,CUST1328,Wireless Earbuds,Electronics,South,5,1499,7495
5856,2025-04-14,CUST1355,Air Fryer,Home & Kitchen,North,7,4499,31493
5857,2025-04-15,CUST1274,Wireless Earbuds,Electronics,North,1,1499,1499
5858,2025-04-15,CUST1072,Smart Watch,Electronics,North,2,3499,6998
5859,2025-04-15,CUST1393,LED Desk Lamp,Office Supplies,East,8,1199,9592
5860,2025-04-15,CUST1155,Air Fryer,Home & Kitchen,East,7,4499,31493
5861,2025-04-16,CUST1235,Non-Stick Pan Set,Home & Kitchen,North,6,2299,13794
5862,2025-04-16,CUST1198,Denim Jacket,Apparel,North,4,1999,7996
5863,2025-04-16,CUST1343,Bluetooth Speaker,Electronics,East,6,1999,11994
5864,2025-04-16,CUST1097,Sports Cap,Apparel,North,2,399,798
5865,2025-04-16,CUST1338,Bluetooth Speaker,Electronics,East,5,1999,9995
5866,2025-04-17,CUST1049,Bluetooth Speaker,Electronics,West,1,1999,1999
5867,2025-04-17,CUST1291,Desk Organizer,Office Supplies,North,4,799,3196
5868,2025-04-17,CUST1007,Wireless Earbuds,Electronics,East,5,1499,7495
5869,2025-04-18,CUST1070,Cotton T-Shirt,Apparel,South,6,599,3594
5870,2025-04-18,CUST1085,Cotton T-Shirt,Apparel,East,2,599,1198
5871,2025-04-18,CUST1389,Coffee Maker,Home & Kitchen,East,7,2999,20993
5872,2025-04-19,CUST1390,Coffee Maker,Home & Kitchen,South,7,2999,20993
5873,2025-04-19,CUST1134,Denim Jacket,Apparel,West,1,1999,1999
5874,2025-04-20,CUST1120,Laptop Stand,Electronics,East,5,899,4495
5875,2025-04-20,CUST1249,Laptop Stand,Electronics,West,2,899,1798
5876,2025-04-21,CUST1047,LED Desk Lamp,Office Supplies,West,7,1199,8393
5877,2025-04-21,CUST1088,Laptop Stand,Electronics,West,4,899,3596
5878,2025-04-22,CUST1097,Notebook Pack,Office Supplies,North,2,249,498
5879,2025-04-22,CUST1240,Cotton T-Shirt,Apparel,West,4,599,2396
5880,2025-04-22,CUST1036,Sports Cap,Apparel,North,4,399,1596
5881,2025-04-22,CUST1056,Ergonomic Chair,Office Supplies,West,1,6999,6999
5882,2025-04-22,CUST1122,LED Desk Lamp,Office Supplies,North,3,1199,3597
5883,2025-04-23,CUST1244,Air Fryer,Home & Kitchen,North,5,4499,22495
5884,2025-04-23,CUST1038,Whiteboard,Office Supplies,South,8,1499,11992
5885,2025-04-23,CUST1143,Running Shoes,Apparel,South,6,2499,14994
5886,2025-04-23,CUST1246,Wireless Earbuds,Electronics,West,5,1499,7495
5887,2025-04-24,CUST1329,USB-C Hub,Electronics,North,8,1299,10392
5888,2025-04-24,CUST1395,USB-C Hub,Electronics,South,8,1299,10392
5889,2025-04-24,CUST1198,Blender,Home & Kitchen,South,6,1799,10794
5890,2025-04-25,CUST1008,Denim Jacket,Apparel,South,8,1999,15992
5891,2025-04-25,CUST1018,Laptop Stand,Electronics,South,5,899,4495
5892,2025-04-26,CUST1383,Coffee Maker,Home & Kitchen,East,6,2999,17994
5893,2025-04-26,CUST1012,Air Fryer,Home & Kitchen,West,3,4499,13497
5894,2025-04-26,CUST1119,Smart Watch,Electronics,West,2,3499,6998
5895,2025-04-26,CUST1344,Desk Organizer,Office Supplies,West,4,799,3196
5896,2025-04-26,CUST1103,Coffee Maker,Home & Kitchen,West,5,2999,14995
5897,2025-04-27,CUST1016,Denim Jacket,Apparel,East,7,1999,13993
5898,2025-04-27,CUST1342,Blender,Home & Kitchen,West,1,1799,1799
5899,2025-04-27,CUST1000,Denim Jacket,Apparel,South,3,1999,5997
5900,2025-04-27,CUST1243,Sports Cap,Apparel,West,7,399,2793
5901,2025-04-27,CUST1287,Blender,Home & Kitchen,South,2,1799,3598
5902,2025-04-28,CUST1267,Ergonomic Chair,Office Supplies,South,3,6999,20997
5903,2025-04-28,CUST1119,Running Shoes,Apparel,South,7,2499,17493
5904,2025-04-28,CUST1209,Air Fryer,Home & Kitchen,West,5,4499,22495
5905,2025-04-28,CUST1364,Coffee Maker,Home & Kitchen,East,7,2999,20993
5906,2025-04-29,CUST1008,Laptop Stand,Electronics,North,5,899,4495
5907,2025-04-29,CUST1070,Smart Watch,Electronics,South,7,3499,24493
5908,2025-04-30,CUST1228,Desk Organizer,Office Supplies,North,4,799,3196
5909,2025-04-30,CUST1267,LED Desk Lamp,Office Supplies,East,4,1199,4796
5910,2025-05-01,CUST1292,USB-C Hub,Electronics,East,7,1299,9093
5911,2025-05-01,CUST1210,Blender,Home & Kitchen,South,6,1799,10794
5912,2025-05-01,CUST1319,Running Shoes,Apparel,North,8,2499,19992
5913,2025-05-01,CUST1227,Blender,Home & Kitchen,North,8,1799,14392
5914,2025-05-01,CUST1166,Denim Jacket,Apparel,West,4,1999,7996
5915,2025-05-02,CUST1205,Bluetooth Speaker,Electronics,West,3,1999,5997
5916,2025-05-02,CUST1194,Blender,Home & Kitchen,East,8,1799,14392
5917,2025-05-02,CUST1327,Denim Jacket,Apparel,South,4,1999,7996
5918,2025-05-02,CUST1261,Running Shoes,Apparel,North,3,2499,7497
5919,2025-05-02,CUST1330,LED Desk Lamp,Office Supplies,West,2,1199,2398
5920,2025-05-03,CUST1176,Desk Organizer,Office Supplies,East,7,799,5593
5921,2025-05-03,CUST1354,Denim Jacket,Apparel,West,1,1999,1999
5922,2025-05-03,CUST1059,Non-Stick Pan Set,Home & Kitchen,East,5,2299,11495
5923,2025-05-03,CUST1189,Coffee Maker,Home & Kitchen,South,5,2999,14995
5924,2025-05-03,CUST1307,Denim Jacket,Apparel,North,8,1999,15992
5925,2025-05-04,CUST1371,Air Fryer,Home & Kitchen,West,5,4499,22495
5926,2025-05-04,CUST1088,Wireless Earbuds,Electronics,North,2,1499,2998
5927,2025-05-05,CUST1089,Bluetooth Speaker,Electronics,South,5,1999,9995
5928,2025-05-05,CUST1058,Air Fryer,Home & Kitchen,North,2,4499,8998
5929,2025-05-05,CUST1240,Bluetooth Speaker,Electronics,South,6,1999,11994
5930,2025-05-06,CUST1213,Cotton T-Shirt,Apparel,East,8,599,4792
5931,2025-05-06,CUST1042,Cotton T-Shirt,Apparel,North,5,599,2995
5932,2025-05-07,CUST1319,Running Shoes,Apparel,North,1,2499,2499
5933,2025-05-07,CUST1174,Denim Jacket,Apparel,East,8,1999,15992
5934,2025-05-07,CUST1384,Coffee Maker,Home & Kitchen,North,3,2999,8997
5935,2025-05-08,CUST1117,Desk Organizer,Office Supplies,North,5,799,3995
5936,2025-05-08,CUST1033,Laptop Stand,Electronics,North,3,899,2697
5937,2025-05-08,CUST1118,Non-Stick Pan Set,Home & Kitchen,West,2,2299,4598
5938,2025-05-08,CUST1070,LED Desk Lamp,Office Supplies,West,1,1199,1199
5939,2025-05-08,CUST1055,Electric Kettle,Home & Kitchen,South,8,999,7992
5940,2025-05-09,CUST1267,Sports Cap,Apparel,West,6,399,2394
5941,2025-05-09,CUST1370,Wireless Earbuds,Electronics,South,1,1499,1499
5942,2025-05-09,CUST1108,Electric Kettle,Home & Kitchen,East,8,999,7992
5943,2025-05-10,CUST1339,Coffee Maker,Home & Kitchen,East,5,2999,14995
5944,2025-05-10,CUST1115,Coffee Maker,Home & Kitchen,North,8,2999,23992
5945,2025-05-10,CUST1161,Cotton T-Shirt,Apparel,West,5,599,2995
5946,2025-05-11,CUST1025,Running Shoes,Apparel,East,6,2499,14994
5947,2025-05-11,CUST1322,Coffee Maker,Home & Kitchen,South,4,2999,11996
5948,2025-05-12,CUST1061,Bluetooth Speaker,Electronics,East,6,1999,11994
5949,2025-05-12,CUST1397,LED Desk Lamp,Office Supplies,East,2,1199,2398
5950,2025-05-12,CUST1223,Wireless Earbuds,Electronics,West,8,1499,11992
5951,2025-05-12,CUST1230,Smart Watch,Electronics,South,6,3499,20994
5952,2025-05-12,CUST1273,Whiteboard,Office Supplies,East,8,1499,11992
5953,2025-05-13,CUST1044,Wireless Earbuds,Electronics,West,5,1499,7495
5954,2025-05-13,CUST1032,Air Fryer,Home & Kitchen,South,8,4499,35992
5955,2025-05-13,CUST1384,Smart Watch,Electronics,North,6,3499,20994
5956,2025-05-13,CUST1074,LED Desk Lamp,Office Supplies,North,7,1199,8393
5957,2025-05-14,CUST1393,Wireless Earbuds,Electronics,East,3,1499,4497
5958,2025-05-14,CUST1083,Wireless Earbuds,Electronics,East,7,1499,10493
5959,2025-05-15,CUST1391,Coffee Maker,Home & Kitchen,West,7,2999,20993
5960,2025-05-15,CUST1124,Cotton T-Shirt,Apparel,North,8,599,4792
5961,2025-05-15,CUST1379,Wireless Earbuds,Electronics,East,7,1499,10493
5962,2025-05-16,CUST1388,Coffee Maker,Home & Kitchen,East,8,2999,23992
5963,2025-05-16,CUST1383,Ergonomic Chair,Office Supplies,South,4,6999,27996
5964,2025-05-16,CUST1126,Notebook Pack,Office Supplies,East,1,249,249
5965,2025-05-16,CUST1356,Sports Cap,Apparel,West,3,399,1197
5966,2025-05-16,CUST1373,Cotton T-Shirt,Apparel,South,6,599,3594
5967,2025-05-17,CUST1118,Notebook Pack,Office Supplies,North,6,249,1494
5968,2025-05-17,CUST1019,Smart Watch,Electronics,North,6,3499,20994
5969,2025-05-17,CUST1187,Blender,Home & Kitchen,East,5,1799,8995
5970,2025-05-18,CUST1145,Winter Jacket,Apparel,West,2,3299,6598
5971,2025-05-18,CUST1387,Air Fryer,Home & Kitchen,West,4,4499,17996
5972,2025-05-18,CUST1157,Bluetooth Speaker,Electronics,South,5,1999,9995
5973,2025-05-18,CUST1157,Winter Jacket,Apparel,West,3,3299,9897
5974,2025-05-19,CUST1088,Running Shoes,Apparel,East,6,2499,14994
5975,2025-05-19,CUST1280,Electric Kettle,Home & Kitchen,North,8,999,7992
5976,2025-05-19,CUST1383,Winter Jacket,Apparel,West,4,3299,13196
5977,2025-05-20,CUST1051,Denim Jacket,Apparel,North,2,1999,3998
5978,2025-05-20,CUST1116,Running Shoes,Apparel,North,6,2499,14994
5979,2025-05-20,CUST1254,USB-C Hub,Electronics,North,1,1299,1299
5980,2025-05-20,CUST1159,Non-Stick Pan Set,Home & Kitchen,West,8,2299,18392
5981,2025-05-21,CUST1163,Sports Cap,Apparel,West,6,399,2394
5982,2025-05-21,CUST1307,Cotton T-Shirt,Apparel,North,2,599,1198
5983,2025-05-21,CUST1006,Whiteboard,Office Supplies,West,4,1499,5996
5984,2025-05-21,CUST1277,Coffee Maker,Home & Kitchen,East,6,2999,17994
5985,2025-05-21,CUST1236,USB-C Hub,Electronics,North,7,1299,9093
5986,2025-05-22,CUST1094,Non-Stick Pan Set,Home & Kitchen,North,5,2299,11495
5987,2025-05-22,CUST1381,Running Shoes,Apparel,South,1,2499,2499
5988,2025-05-23,CUST1194,Winter Jacket,Apparel,South,2,3299,6598
5989,2025-05-23,CUST1154,Ergonomic Chair,Office Supplies,East,6,6999,41994
5990,2025-05-23,CUST1342,Non-Stick Pan Set,Home & Kitchen,North,3,2299,6897
5991,2025-05-24,CUST1332,Coffee Maker,Home & Kitchen,North,2,2999,5998
5992,2025-05-24,CUST1106,Running Shoes,Apparel,North,1,2499,2499
5993,2025-05-24,CUST1079,Electric Kettle,Home & Kitchen,West,4,999,3996
5994,2025-05-24,CUST1015,Coffee Maker,Home & Kitchen,West,7,2999,20993
5995,2025-05-24,CUST1309,Electric Kettle,Home & Kitchen,East,5,999,4995
5996,2025-05-25,CUST1027,Ergonomic Chair,Office Supplies,West,2,6999,13998
5997,2025-05-25,CUST1383,Smart Watch,Electronics,South,4,3499,13996
5998,2025-05-25,CUST1118,Denim Jacket,Apparel,South,3,1999,5997
5999,2025-05-26,CUST1139,Laptop Stand,Electronics,South,7,899,6293
6000,2025-05-26,CUST1226,Laptop Stand,Electronics,North,2,899,1798
6001,2025-05-26,CUST1072,USB-C Hub,Electronics,West,6,1299,7794
6002,2025-05-27,CUST1209,Coffee Maker,Home & Kitchen,East,4,2999,11996
6003,2025-05-27,CUST1209,Coffee Maker,Home & Kitchen,South,6,2999,17994
6004,2025-05-27,CUST1082,Desk Organizer,Office Supplies,East,4,799,3196
6005,2025-05-27,CUST1098,Notebook Pack,Office Supplies,South,6,249,1494
6006,2025-05-27,CUST1094,USB-C Hub,Electronics,East,7,1299,9093
6007,2025-05-28,CUST1242,LED Desk Lamp,Office Supplies,West,5,1199,5995
6008,2025-05-28,CUST1241,LED Desk Lamp,Office Supplies,South,3,1199,3597
6009,2025-05-28,CUST1180,Coffee Maker,Home & Kitchen,North,7,2999,20993
6010,2025-05-28,CUST1181,Laptop Stand,Electronics,North,7,899,6293
6011,2025-05-28,CUST1330,Cotton T-Shirt,Apparel,West,3,599,1797
6012,2025-05-29,CUST1181,Wireless Earbuds,Electronics,West,7,1499,10493
6013,2025-05-29,CUST1080,LED Desk Lamp,Office Supplies,East,1,1199,1199
6014,2025-05-29,CUST1167,Blender,Home & Kitchen,West,4,1799,7196
6015,2025-05-29,CUST1333,Denim Jacket,Apparel,West,3,1999,5997
6016,2025-05-29,CUST1013,Running Shoes,Apparel,South,6,2499,14994
6017,2025-05-30,CUST1186,Whiteboard,Office Supplies,East,1,1499,1499
6018,2025-05-30,CUST1327,Sports Cap,Apparel,East,8,399,3192
6019,2025-05-30,CUST1198,Smart Watch,Electronics,East,5,3499,17495
6020,2025-05-30,CUST1034,Smart Watch,Electronics,West,6,3499,20994
